lemRank,lemma,PoS,lemFreq,wordFreq,word,,Data Sourced From: www.wordfrequency.info
1453,complete,j,66198,18,completest,,
1335,complete,v,71752,8547,completing,,
1758,complex,j,51957,51957,complex,,
3549,complex,n,20289,17900,complex,,
3549,complex,n,20289,2389,complexes,,
3896,complexity,n,17603,3352,complexities,,
3896,complexity,n,17603,14251,complexity,,
4764,compliance,n,12998,12980,compliance,,
4764,compliance,n,12998,18,compliances,,
2706,complicated,j,29335,29335,complicated,,
4641,comply,v,13533,1882,complied,,
4641,comply,v,13533,663,complies,,
4641,comply,v,13533,9374,comply,,
4641,comply,v,13533,1614,complying,,
1921,component,n,46800,21598,component,,
1921,component,n,46800,25202,components,,
3861,compose,v,17863,3023,compose,,
3861,compose,v,17863,12385,composed,,
3861,compose,v,17863,332,composes,,
3861,compose,v,17863,2123,composing,,
3539,composition,n,20367,17092,composition,,
3539,composition,n,20367,3275,compositions,,
3926,compound,n,17435,11065,compound,,
3926,compound,n,17435,6370,compounds,,
3119,comprehensive,j,24553,24553,comprehensive,,
4516,comprise,v,14123,3279,comprise,,
4516,comprise,v,14123,5640,comprised,,
4516,comprise,v,14123,2527,comprises,,
4516,comprise,v,14123,2677,comprising,,
4144,compromise,n,16070,13028,compromise,,
4458,compromise,v,14391,6975,compromise,,
4458,compromise,v,14391,5264,compromised,,
4144,compromise,n,16070,3042,compromises,,
4458,compromise,v,14391,2152,compromising,,
691,computer,n,139082,108042,computer,,
691,computer,n,139082,31040,computers,,
876,concern,n,110976,12,con-cern,,
4574,conceive,v,13868,4189,conceive,,
4574,conceive,v,13868,8549,conceived,,
4574,conceive,v,13868,412,conceives,,
4574,conceive,v,13868,718,conceiving,,
3011,concentrate,v,25761,12454,concentrate,,
3011,concentrate,v,25761,7430,concentrated,,
3011,concentrate,v,25761,1342,concentrates,,
3011,concentrate,v,25761,4535,concentrating,,
2949,concentration,n,26470,17677,concentration,,
2949,concentration,n,26470,8793,concentrations,,
1258,concept,n,76679,54120,concept,,
4917,conception,n,12388,9689,conception,,
4917,conception,n,12388,2699,conceptions,,
1258,concept,n,76679,22559,concepts,,
876,concern,n,110976,63609,concern,,
3576,concern,v,19955,4430,concern,,
1326,concerned,j,72309,72309,concerned,,
3576,concern,v,19955,1909,concerned,,
3576,concern,v,19955,3143,concerning,,
3639,concerning,i,19447,19447,concerning,,
876,concern,n,110976,47355,concerns,,
3576,concern,v,19955,10473,concerns,,
2729,concert,n,29086,22337,concert,,
2729,concert,n,29086,27,concerti,,
2729,concert,n,29086,6722,concerts,,
1983,conclude,v,45116,12106,conclude,,
1983,conclude,v,45116,23269,concluded,,
1983,conclude,v,45116,7402,concludes,,
1983,conclude,v,45116,2339,concluding,,
1659,conclusion,n,56296,37428,conclusion,,
1659,conclusion,n,56296,18868,conclusions,,
3763,concrete,j,18533,18533,concrete,,
4167,condemn,v,15942,5179,condemn,,
4167,condemn,v,15942,6653,condemned,,
4167,condemn,v,15942,2860,condemning,,
4167,condemn,v,15942,1250,condemns,,
675,condition,n,143732,57978,condition,,
675,condition,n,143732,85754,conditions,,
1328,conduct,v,72181,17273,conduct,,
3835,conduct,n,18031,17877,conduct,,
1328,conduct,v,72181,41513,conducted,,
1328,conduct,v,72181,10930,conducting,,
1328,conduct,v,72181,2465,conducts,,
3835,conduct,n,18031,154,conducts,,
1068,conference,n,91185,81026,conference,,
1068,conference,n,91185,10159,conferences,,
4079,confess,v,16468,7577,confess,,
4079,confess,v,16468,6086,confessed,,
4079,confess,v,16468,1555,confesses,,
4079,confess,v,16468,1250,confessing,,
2017,confidence,n,44154,43802,confidence,,
2017,confidence,n,44154,352,confidences,,
2977,confident,j,26144,26144,confident,,
1725,confirm,v,53256,16368,confirm,,
1725,confirm,v,53256,27521,confirmed,,
1725,confirm,v,53256,3858,confirming,,
1725,confirm,v,53256,5509,confirms,,
1433,conflict,n,67061,50691,conflict,,
1433,conflict,n,67061,16370,conflicts,,
2850,confront,v,27771,10696,confront,,
2850,confront,v,27771,10278,confronted,,
2850,confront,v,27771,4942,confronting,,
2850,confront,v,27771,1855,confronts,,
3303,confuse,v,22680,4789,confuse,,
3303,confuse,v,22680,15599,confused,,
3303,confuse,v,22680,1006,confuses,,
3303,confuse,v,22680,1286,confusing,,
3619,confusion,n,19634,19248,confusion,,
3619,confusion,n,19634,386,confusions,,
752,Congress,n,128923,128272,congress,,
752,Congress,n,128923,651,congresses,,
2578,congressional,j,31271,31271,congressional,,
3078,congressman,n,24982,21932,congressman,,
3078,congressman,n,24982,3050,congressmen,,
1484,connect,v,64462,23377,connect,,
1484,connect,v,64462,28413,connected,,
1484,connect,v,64462,7406,connecting,,
1418,connection,n,67550,44520,connection,,
1418,connection,n,67550,23030,connections,,
1484,connect,v,64462,5266,connects,,
4633,conscience,n,13568,12709,conscience,,
4633,conscience,n,13568,859,consciences,,
4175,conscious,j,15895,15895,conscious,,
3454,consciousness,n,21114,21001,consciousness,,
3454,consciousness,n,21114,113,consciousnesses,,
5004,consecutive,j,12059,12059,consecutive,,
3696,consensus,n,19057,19057,consensus,,
4084,consent,n,16419,16210,consent,,
4084,consent,n,16419,209,consents,,
1685,consequence,n,54883,14272,consequence,,
1685,consequence,n,54883,40611,consequences,,
4977,consequently,r,12152,12152,consequently,,
3971,conservation,n,17184,17184,conservation,,
1844,conservative,j,49144,49144,conservative,,
2297,conservative,n,36998,11578,conservative,,
2297,conservative,n,36998,25420,conservatives,,
395,consider,v,244644,110596,consider,,
3567,considerable,j,20047,20047,considerable,,
2550,consideration,n,31756,22155,consideration,,
2550,consideration,n,31756,9601,considerations,,
395,consider,v,244644,105148,considered,,
395,consider,v,244644,17399,considering,,
4174,considering,c,15896,15896,considering,,
395,consider,v,244644,11501,considers,,
2433,consist,v,33777,5190,consist,,
2433,consist,v,33777,9092,consisted,,
2230,consistent,j,38618,38618,consistent,,
3654,consistently,r,19392,19392,consistently,,
2433,consist,v,33777,6080,consisting,,
2433,consist,v,33777,13415,consists,,
3765,conspiracy,n,18508,1146,conspiracies,,
3765,conspiracy,n,18508,17362,conspiracy,,
2469,constant,j,33090,33090,constant,,
2466,constantly,r,33167,33167,constantly,,
3233,constitute,v,23339,10077,constitute,,
3233,constitute,v,23339,4450,constituted,,
3233,constitute,v,23339,7706,constitutes,,
3233,constitute,v,23339,1106,constituting,,
1939,constitution,n,46355,44883,constitution,,
2825,constitutional,j,28065,28065,constitutional,,
1939,constitution,n,46355,1472,constitutions,,
4789,constraint,n,12902,2650,constraint,,
4789,constraint,n,12902,10252,constraints,,
2784,construct,v,28515,10020,construct,,
2784,construct,v,28515,14344,constructed,,
2784,construct,v,28515,4137,constructing,,
1717,construction,n,53745,51942,construction,,
1717,construction,n,53745,1803,constructions,,
2784,construct,v,28515,14,constructs,,
3996,consult,v,16987,7703,consult,,
3204,consultant,n,23591,16796,consultant,,
3204,consultant,n,23591,6795,consultants,,
3996,consult,v,16987,4734,consulted,,
3996,consult,v,16987,3745,consulting,,
3996,consult,v,16987,805,consults,,
2953,consume,v,26453,8702,consume,,
2953,consume,v,26453,10315,consumed,,
1216,consumer,n,79489,40480,consumer,,
1216,consumer,n,79489,39009,consumers,,
2953,consume,v,26453,1856,consumes,,
2953,consume,v,26453,5580,consuming,,
3185,consumption,n,23864,23836,consumption,,
3185,consumption,n,23864,28,consumptions,,
1608,contact,n,58518,46017,contact,,
2105,contact,v,41609,28069,contact,,
2105,contact,v,41609,10656,contacted,,
2105,contact,v,41609,2883,contacting,,
1608,contact,n,58518,12501,contacts,,
1017,contain,v,95143,27545,contain,,
1017,contain,v,95143,22176,contained,,
3816,container,n,18171,10780,container,,
3816,container,n,18171,7391,containers,,
1017,contain,v,95143,16845,containing,,
1017,contain,v,95143,28577,contains,,
2451,contemporary,j,33482,33482,contemporary,,
4489,contend,v,14242,6977,contend,,
4489,contend,v,14242,2398,contended,,
4489,contend,v,14242,641,contending,,
4489,contend,v,14242,4226,contends,,
1215,content,n,79496,66592,content,,
3217,content,j,23491,23491,content,,
1215,content,n,79496,12904,contents,,
3012,contest,n,25761,20818,contest,,
3012,contest,n,25761,4943,contests,,
1386,context,n,68668,59859,context,,
1386,context,n,68668,8809,contexts,,
4493,continent,n,14230,10786,continent,,
4493,continent,n,14230,3444,continents,,
350,continue,v,282352,139943,continue,,
350,continue,v,282352,61732,continued,,
3798,continued,j,18283,18283,continued,,
350,continue,v,282352,62935,continues,,
350,continue,v,282352,17742,continuing,,
4473,continuing,j,14322,14322,continuing,,
4201,continuous,j,15752,15752,continuous,,
1317,contract,n,72568,52492,contract,,
3973,contractor,n,17156,8087,contractor,,
3973,contractor,n,17156,9069,contractors,,
1317,contract,n,72568,20076,contracts,,
2133,contrast,n,40982,39237,contrast,,
2133,contrast,n,40982,1745,contrasts,,
1437,contribute,v,66772,26618,contribute,,
1437,contribute,v,66772,22079,contributed,,
1437,contribute,v,66772,6513,contributes,,
1437,contribute,v,66772,11562,contributing,,
2024,contribution,n,43738,19721,contribution,,
2024,contribution,n,43738,24017,contributions,,
4524,contributor,n,14076,8234,contributor,,
4524,contributor,n,14076,5842,contributors,,
478,control,n,200879,184672,control,,
989,control,v,97504,52660,control,,
989,control,v,97504,46,controling,,
989,control,v,97504,21832,controlled,,
989,control,v,97504,12889,controlling,,
478,control,n,200879,16207,controls,,
989,control,v,97504,10077,controls,,
3477,controversial,j,20863,20863,controversial,,
3417,controversy,n,21521,2539,controversies,,
3417,controversy,n,21521,18982,controversy,,
1974,convention,n,45389,36866,convention,,
3110,conventional,j,24656,24656,conventional,,
1974,convention,n,45389,8523,conventions,,
991,conversation,n,97193,74009,conversation,,
991,conversation,n,97193,23184,conversations,,
4691,conversion,n,13304,11681,conversion,,
4691,conversion,n,13304,1623,conversions,,
3070,convert,v,25123,8887,convert,,
3070,convert,v,25123,10751,converted,,
3070,convert,v,25123,3807,converting,,
3070,convert,v,25123,1678,converts,,
4123,convey,v,16221,8784,convey,,
4123,convey,v,16221,3526,conveyed,,
4123,convey,v,16221,1781,conveying,,
4123,convey,v,16221,2130,conveys,,
3957,convict,v,17257,2497,convict,,
3957,convict,v,17257,14406,convicted,,
3957,convict,v,17257,354,convicting,,
3407,conviction,n,21599,14672,conviction,,
3407,conviction,n,21599,6927,convictions,,
2056,convince,v,43085,22724,convince,,
2056,convince,v,43085,17157,convinced,,
4189,convinced,j,15803,15803,convinced,,
2056,convince,v,43085,997,convinces,,
2056,convince,v,43085,2207,convincing,,
1636,cook,v,57383,27727,cook,,
4690,cook,n,13308,9949,cook,,
1636,cook,v,57383,10352,cooked,,
2923,cookie,n,26809,10656,cookie,,
2923,cookie,n,26809,16153,cookies,,
1636,cook,v,57383,17007,cooking,,
3764,cooking,n,18528,18528,cooking,,
1636,cook,v,57383,2297,cooks,,
4690,cook,n,13308,3359,cooks,,
1019,cool,j,94920,87469,cool,,
3476,cool,v,20868,11181,cool,,
3476,cool,v,20868,3087,cooled,,
1019,cool,j,94920,4694,cooler,,
1019,cool,j,94920,2757,coolest,,
3476,cool,v,20868,5167,cooling,,
3476,cool,v,20868,1433,cools,,
4525,cooperate,v,14075,8375,cooperate,,
4525,cooperate,v,14075,1563,cooperated,,
4525,cooperate,v,14075,322,cooperates,,
4525,cooperate,v,14075,3506,cooperating,,
3255,cooperation,n,23135,22168,cooperation,,
3255,cooperation,n,23135,32,cooperations,,
4698,coordinator,n,13280,11643,coordinator,,
4698,coordinator,n,13280,1527,coordinators,,
1732,cop,n,52982,24479,cop,,
3930,cope,v,17404,9332,cope,,
3930,cope,v,17404,531,coped,,
3930,cope,v,17404,240,copes,,
3801,copy,v,18254,4484,copied,,
1865,copy,n,48365,18543,copies,,
3801,copy,v,18254,190,copies,,
3930,cope,v,17404,7301,coping,,
1732,cop,n,52982,28503,cops,,
1865,copy,n,48365,29822,copy,,
3801,copy,v,18254,10437,copy,,
3801,copy,v,18254,3143,copying,,
3432,copyright,n,21330,20346,copyright,,
3432,copyright,n,21330,984,copyrights,,
4915,cord,n,12388,9642,cord,,
4915,cord,n,12388,2746,cords,,
1754,core,n,52195,49772,core,,
1754,core,n,52195,2423,cores,,
2934,corn,n,26609,26339,corn,,
1290,corner,n,74047,60881,corner,,
1290,corner,n,74047,13166,corners,,
2934,corn,n,26609,270,corns,,
3601,corps,n,19808,468,corp,,
1768,corporate,j,51712,51712,corporate,,
2008,corporation,n,44407,21241,corporation,,
2008,corporation,n,44407,23166,corporations,,
3601,corps,n,19808,19340,corps,,
1668,correct,j,55632,55632,correct,,
3205,correct,v,23582,12574,correct,,
3205,correct,v,23582,7517,corrected,,
3205,correct,v,23582,2656,correcting,,
4380,correction,n,14850,8921,correction,,
4380,correction,n,14850,5929,corrections,,
3875,correctly,r,17759,17759,correctly,,
3205,correct,v,23582,835,corrects,,
3367,correlation,n,22034,14935,correlation,,
3367,correlation,n,22034,7099,correlations,,
2996,correspondent,n,25907,23272,correspondent,,
2996,correspondent,n,25907,2635,correspondents,,
4388,corridor,n,14779,10919,corridor,,
4388,corridor,n,14779,3860,corridors,,
4852,corrupt,j,12648,12607,corrupt,,
4852,corrupt,j,12648,41,corrupter,,
3581,corruption,n,19925,19692,corruption,,
3581,corruption,n,19925,233,corruptions,,
579,cost,n,166775,94506,cost,,
1228,cost,v,78520,49521,cost,,
1228,cost,v,78520,82,costed,,
1228,cost,v,78520,4506,costing,,
579,cost,n,166775,72267,costs,,
1228,cost,v,78520,24411,costs,,
3758,costume,n,18568,11444,costume,,
3758,costume,n,18568,7124,costumes,,
4052,cotton,n,16664,16502,cotton,,
4052,cotton,n,16664,162,cottons,,
3377,couch,n,21942,20347,couch,,
3377,couch,n,21942,1595,couches,,
75,could,v,1529795,1529795,could,,
1200,council,n,80469,76834,council,,
1200,council,n,80469,3635,councils,,
3777,counsel,n,18429,17851,counsel,,
3892,counseling,n,17615,17615,counseling,,
3372,counselor,n,21975,11749,counselor,,
3372,counselor,n,21975,10226,counselors,,
3777,counsel,n,18429,578,counsels,,
1296,count,v,73650,34984,count,,
2481,count,n,32971,22572,count,,
1296,count,v,73650,15406,counted,,
3221,counter,n,23475,20648,counter,,
4888,counter,v,12446,7437,counter,,
4888,counter,v,12446,2937,countered,,
4888,counter,v,12446,1172,countering,,
4539,counterpart,n,14033,4397,counterpart,,
4539,counterpart,n,14033,9636,counterparts,,
3221,counter,n,23475,2827,counters,,
4888,counter,v,12446,900,counters,,
652,county,n,148165,16087,counties,,
1296,count,v,73650,14006,counting,,
4949,countless,j,12253,12253,countless,,
190,country,n,499369,121774,countries,,
190,country,n,499369,377285,country,,
190,country,n,499369,310,countrys,,
1296,count,v,73650,9254,counts,,
2481,count,n,32971,10399,counts,,
652,county,n,148165,132078,county,,
515,couple,n,189272,168190,couple,,
515,couple,n,189272,21082,couples,,
3479,courage,n,20859,20859,courage,,
381,course,r,257245,257245,course,,
736,course,n,131911,102333,course,,
736,course,n,131911,29578,courses,,
388,court,n,250891,216977,court,,
4898,courtroom,n,12425,22,court-room,,
4278,courtesy,n,15350,214,courtesies,,
4278,courtesy,n,15350,15136,courtesy,,
4898,courtroom,n,12425,11746,courtroom,,
4898,courtroom,n,12425,657,courtrooms,,
388,court,n,250891,33913,courts,,
2663,cousin,n,29840,22077,cousin,,
2663,cousin,n,29840,7763,cousins,,
608,cover,v,159606,59897,cover,,
1730,cover,n,53057,44312,cover,,
1856,coverage,n,48693,48329,coverage,,
1856,coverage,n,48693,364,coverages,,
608,cover,v,159606,59815,covered,,
608,cover,v,159606,24338,covering,,
608,cover,v,159606,15556,covers,,
1730,cover,n,53057,8745,covers,,
3308,cow,n,22660,13109,cow,,
3889,cowboy,n,17658,8308,cowboy,,
3889,cowboy,n,17658,9350,cowboys,,
3308,cow,n,22660,9551,cows,,
3406,crack,v,21623,9819,crack,,
3447,crack,n,21181,13382,crack,,
3406,crack,v,21623,7544,cracked,,
3406,crack,v,21623,4243,cracking,,
3406,crack,v,21623,17,cracks,,
3447,crack,n,21181,7799,cracks,,
3298,craft,n,22724,16816,craft,,
3298,craft,n,22724,5907,crafts,,
3190,crap,n,23756,23111,crap,,
3190,crap,n,23756,34,crapper,,
3190,crap,n,23756,611,craps,,
3040,crash,n,25472,21804,crash,,
3241,crash,v,23281,6967,crash,,
3241,crash,v,23281,8946,crashed,,
3040,crash,n,25472,3668,crashes,,
3241,crash,v,23281,2124,crashes,,
3241,crash,v,23281,5244,crashing,,
4165,crawl,v,15944,5527,crawl,,
4165,crawl,v,15944,4467,crawled,,
4165,crawl,v,15944,4652,crawling,,
4165,crawl,v,15944,1298,crawls,,
1111,crazy,j,87804,845,crazier,,
1111,crazy,j,87804,1056,craziest,,
1111,crazy,j,87804,85903,crazy,,
2370,creature,n,35342,7,crea-ture,,
2241,cream,n,38234,36609,cream,,
2241,cream,n,38234,1625,creams,,
319,create,v,314631,128135,create,,
319,create,v,314631,105662,created,,
319,create,v,314631,22783,creates,,
319,create,v,314631,58051,creating,,
2109,creation,n,41523,37880,creation,,
2109,creation,n,41523,3643,creations,,
2026,creative,j,43673,43673,creative,,
4435,creativity,n,14474,14474,creativity,,
3999,creator,n,16976,11619,creator,,
3999,creator,n,16976,5357,creators,,
2370,creature,n,35342,17702,creature,,
2370,creature,n,35342,17633,creatures,,
4353,credibility,n,14944,14944,credibility,,
1004,credit,n,95981,86553,credit,,
4230,credit,v,15608,4554,credit,,
4230,credit,v,15608,5406,credited,,
4230,credit,v,15608,406,crediting,,
1004,credit,n,95981,9428,credits,,
4230,credit,v,15608,5242,credits,,
3025,Creek,n,25595,23922,creek,,
3025,Creek,n,25595,1673,creeks,,
1857,crew,n,48673,39384,crew,,
1857,crew,n,48673,9289,crews,,
1398,cry,v,68161,19942,cried,,
1398,cry,v,68161,3683,cries,,
3680,cry,n,19190,4957,cries,,
856,crime,n,112978,83017,crime,,
856,crime,n,112978,29961,crimes,,
1917,criminal,j,46839,46839,criminal,,
3249,criminal,n,23214,9441,criminal,,
3249,criminal,n,23214,13773,criminals,,
1295,crisis,n,73691,6463,crises,,
1295,crisis,n,73691,67228,crisis,,
2618,criteria,n,30727,23721,criteria,,
2618,criteria,n,30727,6993,criterion,,
2618,criteria,n,30727,13,criterions,,
1804,critic,n,50462,13949,critic,,
1254,critical,j,77026,77026,critical,,
2699,criticize,v,29408,359,criticise,,
2699,criticize,v,29408,397,criticised,,
2699,criticize,v,29408,196,criticising,,
2299,criticism,n,36941,32178,criticism,,
2299,criticism,n,36941,4763,criticisms,,
2699,criticize,v,29408,7711,criticize,,
2699,criticize,v,29408,14078,criticized,,
2699,criticize,v,29408,1413,criticizes,,
2699,criticize,v,29408,5254,criticizing,,
1804,critic,n,50462,36513,critics,,
4846,critique,n,12684,10129,critique,,
4846,critique,n,12684,2552,critiques,,
2835,crop,n,27946,13722,crop,,
2835,crop,n,27946,14224,crops,,
1537,cross,v,61522,22172,cross,,
2597,cross,n,31025,28730,cross,,
1537,cross,v,61522,22892,crossed,,
1537,cross,v,61522,5322,crosses,,
2597,cross,n,31025,2295,crosses,,
1537,cross,v,61522,11136,crossing,,
1458,crowd,n,65965,54862,crowd,,
1458,crowd,n,65965,11103,crowds,,
4026,crown,n,16806,15399,crown,,
4026,crown,n,16806,1407,crowns,,
2815,crucial,j,28219,28219,crucial,,
4725,cruel,j,13185,12599,cruel,,
4725,cruel,j,13185,129,crueler,,
4725,cruel,j,13185,406,cruelest,,
4725,cruel,j,13185,13,crueller,,
4725,cruel,j,13185,38,cruellest,,
4284,cruise,n,15327,12937,cruise,,
4284,cruise,n,15327,2390,cruises,,
4347,crush,v,14968,4928,crush,,
4347,crush,v,14968,7730,crushed,,
4347,crush,v,14968,2308,crushing,,
1398,cry,v,68161,23822,cry,,
3680,cry,n,19190,14165,cry,,
